,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
13666,2,4,365465,11,9,5,3,4,4,1,0,0,4,30,0
13667,0,7,264710,9,13,4,13,3,4,0,0,0,2,39,0
13668,4,7,223830,6,5,4,1,1,4,0,0,0,2,39,0
13669,2,4,154374,11,9,2,14,0,4,1,0,0,3,39,1
13670,2,7,242521,11,9,2,3,0,4,1,0,0,2,39,0
13671,1,4,124569,15,10,0,1,1,4,0,0,0,2,39,0
13672,0,4,209230,11,9,4,8,3,4,0,0,0,0,39,0
13673,0,4,162228,15,10,4,1,3,4,1,0,0,2,39,0
13674,2,1,60267,11,9,2,1,0,4,1,0,0,2,39,1
13675,3,6,76901,7,12,2,4,0,4,1,0,0,3,39,1
13676,0,4,137876,11,9,4,3,3,4,1,0,0,3,39,0
13677,4,6,347910,15,10,2,4,0,4,1,0,0,1,39,0
13678,1,2,138917,9,13,4,10,1,4,1,0,0,1,39,0
13679,1,4,532379,15,10,2,3,0,4,1,0,0,2,39,0
13680,4,4,31532,9,13,2,14,0,4,1,0,0,2,39,0
13681,2,6,30973,11,9,2,4,0,4,1,0,0,2,39,0
13682,3,4,117295,3,2,2,4,0,4,1,0,0,3,39,1
13683,1,4,295282,11,9,2,3,0,4,1,0,0,3,39,0
13684,2,4,190786,8,11,2,3,0,4,1,0,0,2,39,0
13685,0,4,246207,9,13,4,7,3,2,0,0,0,2,39,0
13686,3,4,130780,11,9,2,6,0,2,1,0,0,2,39,0
13687,2,4,186212,7,12,2,3,0,4,1,0,0,3,39,0
13688,2,4,175526,11,9,2,7,0,4,1,0,0,2,39,0
13689,2,4,207025,11,9,4,1,1,4,0,2,0,2,39,0
13690,2,1,82622,9,13,4,1,1,4,1,0,0,2,39,0
13691,3,4,199688,9,13,2,4,0,4,1,0,3,3,0,1
13692,2,7,318886,9,13,2,11,0,2,1,0,0,3,39,0
13693,0,4,256005,11,9,4,8,3,4,1,0,0,2,39,0
13694,4,6,217715,4,3,4,12,1,4,0,0,0,0,39,0
13695,3,4,205803,12,14,2,12,0,4,1,4,0,2,39,1
13696,4,6,240491,11,9,2,3,0,4,1,0,0,2,5,0
13697,1,4,154120,11,9,0,6,3,4,1,0,0,2,39,0
13698,2,4,69251,15,10,2,14,0,1,1,0,0,2,39,0
13699,0,4,333505,11,9,3,14,3,4,1,0,0,2,29,0
13700,1,4,168521,9,13,4,4,4,4,0,0,0,3,39,0
13701,4,4,193568,11,9,0,7,3,4,0,0,0,2,39,0
13702,0,4,426895,2,8,4,5,3,4,1,0,0,3,39,0
13703,3,6,131826,15,10,2,12,0,4,1,0,0,2,39,0
13704,3,4,79646,1,7,2,5,0,4,1,0,0,3,39,0
13705,1,4,167031,9,13,4,10,4,3,0,0,0,1,39,0
13706,1,4,73199,1,7,4,8,3,1,1,0,0,2,30,0
13707,3,4,114056,8,11,2,11,0,4,1,0,0,4,39,0
13708,4,6,110417,15,10,2,5,0,4,1,0,0,4,39,0
13709,4,4,33266,11,9,2,11,0,4,1,0,0,2,39,0
13710,2,4,154410,11,9,2,1,0,4,1,0,0,2,39,1
13711,4,0,154537,15,10,0,0,4,4,0,0,0,3,39,1
13712,0,4,27780,11,9,4,12,3,4,0,0,0,1,39,0
13713,1,4,142914,7,12,2,10,5,4,0,0,0,4,39,0
13714,2,4,190987,15,10,2,12,5,4,0,2,0,2,39,1
13715,0,4,314422,11,9,4,12,3,4,0,0,0,1,39,0
13716,1,2,273771,12,14,4,10,1,4,1,0,0,2,39,0
13717,1,4,175083,11,9,0,14,1,4,1,0,0,3,39,0
13718,0,4,63665,15,10,4,8,3,4,1,0,0,0,39,0
13719,0,2,193416,15,10,4,11,3,4,0,0,0,2,39,0
13720,3,4,74275,11,9,2,7,0,4,1,0,0,2,39,0
13721,1,4,122609,11,9,0,1,4,4,0,0,0,2,39,0
13722,2,4,225456,9,13,2,10,0,4,1,0,3,2,39,1
13723,2,2,116892,15,10,2,3,0,4,1,0,0,2,39,0
13724,1,4,196971,9,13,4,10,3,4,0,0,0,4,39,0
13725,0,4,105312,11,9,4,12,1,4,0,0,0,1,39,0
13726,3,4,108699,15,10,6,1,1,4,0,0,0,3,39,0
13727,2,4,171615,11,9,2,14,0,4,1,0,0,2,39,0
13728,2,4,388023,11,9,0,4,1,4,0,0,0,2,39,0
13729,2,4,181553,9,13,0,4,1,4,1,0,0,3,39,0
13730,2,4,170850,11,9,2,7,0,4,1,0,0,2,39,1
13731,1,4,187479,15,10,2,4,0,4,1,0,0,3,39,0
13732,2,4,277720,15,10,2,1,5,4,0,0,0,1,39,0
13733,3,2,493862,11,9,2,4,0,2,1,2,0,2,39,1
13734,1,4,220754,11,9,4,1,1,4,0,0,0,4,39,0
13735,1,6,209768,11,9,2,4,0,4,1,0,0,2,39,0
13736,1,4,93225,11,9,2,3,0,4,1,0,0,2,39,0
13737,1,1,341709,11,9,4,3,1,4,1,0,0,2,39,0
13738,0,4,236242,14,15,4,10,1,4,0,0,0,1,39,0
13739,0,4,121889,15,10,4,12,3,2,0,0,0,0,39,0
13740,0,4,318190,1,7,4,8,3,4,1,0,0,0,39,0
13741,4,6,111306,5,4,6,5,4,4,0,0,0,0,39,0
13742,0,4,198614,1,7,4,12,3,2,0,0,0,0,39,0
13743,1,4,193231,11,9,2,3,0,4,1,0,0,2,39,0
13744,0,0,104614,1,7,4,0,4,4,0,0,0,2,39,0
13745,0,4,172368,1,7,4,14,3,4,1,0,0,0,39,0
13746,0,4,60331,15,10,4,14,1,4,1,0,0,3,39,0
13747,2,4,154568,12,14,2,4,0,1,1,0,0,2,0,0
13748,2,4,192939,12,14,2,10,0,4,1,0,3,3,39,1
13749,2,4,138184,11,9,0,8,1,2,0,0,2,1,39,0
13750,2,4,238567,9,13,2,4,0,4,1,0,0,2,9,1
13751,1,4,208068,11,9,2,3,0,3,1,0,0,2,26,0
13752,3,4,181810,11,9,2,3,0,2,1,2,0,2,39,0
13753,0,1,283918,15,10,0,1,4,2,0,0,0,1,39,0
13754,2,4,107276,15,10,4,4,1,4,0,0,4,2,39,1
13755,0,4,37783,15,10,4,12,3,4,0,0,0,2,39,0
13756,1,4,263552,11,9,4,1,1,4,1,0,0,3,39,0
13757,3,4,255439,15,10,4,6,1,4,1,0,0,2,39,0
13758,1,5,344275,11,9,4,3,1,4,1,0,0,2,39,0
13759,1,4,70568,3,2,4,8,2,4,0,0,0,1,8,0
13760,0,4,127827,2,8,4,12,3,4,0,0,0,1,39,0
13761,2,4,185203,11,9,4,12,1,4,0,0,0,2,39,0
13762,4,4,123436,9,13,2,4,0,4,1,3,0,3,39,1
13763,3,6,136322,11,9,2,5,0,4,1,0,1,2,39,0
13764,0,4,187052,11,9,4,1,3,4,0,0,0,2,39,0
13765,4,4,177769,0,6,2,12,0,4,1,0,0,0,39,0
13766,4,4,68268,0,6,2,5,0,4,1,0,0,3,39,0
13767,2,4,424855,15,10,2,7,0,4,1,2,0,2,39,0
13768,2,1,81853,11,9,0,10,4,1,0,0,0,2,0,0
13769,1,5,153549,11,9,2,4,0,4,1,0,0,3,39,1
13770,2,4,271393,7,12,0,4,1,4,0,0,0,2,39,0
13771,0,4,198148,11,9,4,1,3,4,1,0,0,2,39,0
13772,4,4,469602,9,13,2,12,0,4,1,0,0,0,39,0
13773,2,4,163290,15,10,0,12,4,4,0,0,0,2,39,0
13774,2,4,295949,11,9,4,7,1,4,1,0,0,2,39,0
13775,1,6,125279,15,10,2,12,0,4,1,0,0,3,39,0
13776,4,2,182866,11,9,6,8,4,4,0,0,0,2,39,0
13777,4,6,111563,9,13,2,5,0,4,1,0,0,0,39,1
13778,2,4,34173,9,13,4,12,4,4,0,0,0,2,39,0
13779,1,4,183627,9,13,2,4,0,4,1,0,3,3,39,1
13780,0,4,197757,9,13,4,10,3,1,0,0,0,2,30,0
13781,2,4,98941,9,13,4,10,1,4,1,0,0,2,39,1
13782,2,4,205474,9,13,2,12,0,4,1,0,0,2,39,1
13783,3,4,206659,15,10,0,1,2,4,0,0,0,2,39,0
13784,4,0,191394,14,15,2,0,0,4,1,0,0,2,39,0
13785,4,4,244661,9,13,2,1,0,1,1,0,0,2,30,0
13786,3,4,47396,15,10,2,1,0,4,1,0,0,3,39,1
13787,2,7,270721,9,13,2,4,0,4,1,0,0,3,39,1
13788,4,7,32694,10,16,2,10,0,4,1,0,0,2,39,1
13789,2,4,171256,7,12,0,7,3,4,0,0,0,2,39,0
13790,4,4,169982,9,13,2,4,0,4,1,0,3,3,39,0
13791,3,6,217210,11,9,6,8,2,2,0,0,0,2,39,0
13792,3,4,218329,15,10,4,3,3,4,1,0,0,2,39,0
13793,0,4,386643,15,10,4,8,3,4,0,0,0,2,39,0
13794,2,1,125933,11,9,2,1,0,4,1,0,0,2,39,1
13795,2,6,155767,15,10,2,4,0,4,1,0,0,3,39,0
13796,2,1,432555,11,9,2,1,0,2,1,0,2,2,39,0
13797,1,4,54929,11,9,2,12,0,4,1,0,0,3,39,0
13798,4,4,162136,15,10,0,7,1,4,1,0,0,3,39,0
13799,0,4,256504,9,13,4,1,3,4,0,0,0,2,39,0
13800,2,4,162098,11,9,0,1,4,4,0,0,0,1,39,0
13801,2,6,103110,9,13,2,10,0,4,1,0,0,3,39,0
13802,0,4,227610,0,6,0,6,4,4,0,0,0,3,39,0
13803,4,4,176696,11,9,2,3,0,4,1,0,0,2,39,1
13804,3,4,220019,7,12,0,10,1,4,0,0,0,2,39,0
13805,1,5,242984,9,13,4,4,1,4,1,0,0,3,39,0
13806,2,4,187847,8,11,2,4,0,4,1,0,0,3,39,1
13807,0,4,132636,1,7,4,12,3,4,0,0,0,0,39,0
13808,0,4,108887,15,10,4,1,3,4,0,0,0,1,39,0
13809,2,6,195897,11,9,2,3,0,4,1,0,0,2,39,0
13810,2,4,112181,9,13,2,12,5,4,0,0,0,0,39,1
13811,4,2,391926,11,9,2,4,0,4,1,0,0,2,39,0
13812,0,4,195505,0,6,4,12,3,4,1,0,0,0,39,0
13813,1,4,43819,9,13,2,10,5,4,0,3,0,2,39,1
13814,0,4,145389,15,10,2,12,5,4,0,0,0,2,39,0
13815,1,0,186824,15,10,4,0,3,4,1,0,0,2,39,0
13816,2,2,101833,9,13,5,10,1,4,1,0,0,2,39,0
13817,2,4,82283,4,3,2,8,0,1,1,0,0,2,0,0
13818,3,4,99602,11,9,5,3,3,2,0,0,0,2,39,0
13819,1,4,213276,11,9,2,4,0,4,1,0,0,3,39,0
13820,4,4,424468,11,9,2,3,0,4,1,0,0,2,0,0
13821,1,4,176123,0,6,4,7,2,1,1,0,0,2,40,0
13822,1,4,38797,8,11,4,3,1,4,1,0,0,2,39,0
13823,1,4,101859,5,4,4,3,1,4,1,0,0,3,39,0
13824,3,4,87158,11,9,2,3,0,2,1,0,0,2,39,0
13825,3,6,205066,0,6,2,3,0,4,1,0,0,2,39,0
13826,1,4,56929,9,13,4,4,1,2,1,0,0,3,0,0
13827,1,4,25322,9,13,3,7,1,1,1,0,4,2,0,0
13828,1,4,87950,8,11,0,12,1,0,0,0,0,2,39,0
13829,1,4,150154,11,9,4,1,3,4,1,0,0,2,39,0
13830,4,4,142076,11,9,0,13,1,4,1,2,0,2,39,1
13831,1,7,112139,11,9,2,11,0,4,1,0,0,2,39,0
13832,3,4,149217,11,9,2,3,0,4,1,0,0,2,33,0
13833,1,4,189974,15,10,0,1,3,4,0,0,0,0,39,0
13834,0,4,109199,4,3,2,6,0,4,1,0,0,2,26,0
13835,0,4,190290,8,11,2,3,0,4,1,0,0,2,39,0
13836,2,4,189404,9,13,2,12,0,4,1,0,3,1,39,1
13837,1,1,428271,11,9,0,1,4,2,0,0,0,1,39,0
13838,0,7,134192,15,10,4,13,3,4,0,0,0,0,39,0
13839,3,4,168211,11,9,2,3,0,4,1,0,0,2,39,0
13840,1,4,277314,7,12,2,12,0,2,1,0,3,3,39,1
13841,2,1,316120,14,15,0,10,4,4,1,0,0,2,39,1
13842,2,4,107276,8,11,4,10,1,4,0,0,0,2,39,0
13843,2,0,112453,11,9,5,0,1,1,1,0,0,0,39,0
13844,0,4,346909,11,9,2,3,0,4,1,0,0,2,26,0
13845,4,0,105017,9,13,2,0,0,4,1,0,0,2,39,0
13846,2,4,317360,9,13,0,10,4,4,0,0,0,3,39,0
13847,0,4,189017,9,13,4,12,1,4,1,0,0,3,39,0
13848,3,4,138179,11,9,2,7,0,4,1,0,0,2,39,0
13849,2,4,299813,1,7,4,7,1,4,0,0,0,2,6,0
13850,2,4,265083,4,3,0,9,4,4,0,0,0,1,26,0
13851,3,4,185846,11,9,2,12,0,4,1,0,0,2,39,0
13852,2,4,184655,7,12,4,8,2,4,1,0,0,1,39,0
13853,0,4,200295,15,10,4,3,1,4,1,0,0,2,39,0
13854,2,4,117319,11,9,2,3,0,4,1,0,2,2,39,0
13855,3,4,63000,15,10,2,12,0,4,1,0,0,3,39,1
13856,4,6,106942,15,10,0,3,4,4,1,0,0,2,39,0
13857,3,4,52795,15,10,2,7,0,4,1,0,0,3,39,0
13858,2,4,51264,10,16,2,10,0,4,1,0,0,4,10,1
13859,2,6,410919,11,9,4,3,3,4,1,0,0,1,39,0
13860,0,4,105592,7,12,4,14,1,4,1,0,0,2,39,0
13861,1,6,183151,11,9,2,14,0,4,1,0,0,3,39,0
13862,2,4,209912,9,13,2,4,0,1,1,0,0,2,19,1
13863,3,6,275845,15,10,2,4,0,4,1,0,0,3,39,0
13864,2,2,241851,8,11,2,14,0,4,1,2,0,2,39,1
13865,4,4,89299,11,9,0,8,1,4,0,0,0,0,39,0
13866,4,6,106648,11,9,2,8,0,4,1,0,0,0,39,0
13867,1,4,58426,11,9,2,10,0,4,1,0,0,3,39,0
13868,4,6,121912,8,11,2,3,0,4,1,0,0,2,39,0
13869,2,4,170730,11,9,2,3,0,4,1,0,0,3,39,0
13870,4,4,257555,15,10,2,12,0,4,1,0,0,2,39,0
13871,3,6,51499,15,10,2,5,0,4,1,0,0,4,39,0
13872,1,4,195000,9,13,4,12,2,4,0,0,0,2,39,0
13873,4,4,108741,11,9,2,4,5,4,0,0,0,2,39,0
13874,2,4,184964,12,14,0,4,1,4,1,0,0,2,39,1
13875,2,4,156815,11,9,0,1,1,4,0,0,0,2,39,0
13876,1,4,49325,11,9,2,7,0,4,1,0,0,2,39,0
13877,2,4,121718,15,10,2,1,0,4,1,0,0,2,11,0
13878,0,4,172076,15,10,4,8,3,4,0,0,0,1,39,0
13879,4,6,327901,0,6,2,3,0,4,1,0,0,2,39,0
13880,3,2,215990,15,10,2,8,0,4,1,0,0,1,39,0
13881,2,4,210866,11,9,2,4,0,4,1,0,0,2,39,1
13882,1,4,322873,11,9,0,12,1,4,0,0,0,3,39,0
13883,2,4,265698,12,14,0,10,4,4,0,0,0,2,39,0
13884,4,0,26990,11,9,2,0,0,4,1,0,0,3,39,0
13885,3,4,177896,11,9,2,3,0,4,1,0,0,3,39,0
13886,3,4,189107,11,9,2,7,0,4,1,0,0,2,39,0
13887,1,4,306830,7,12,2,6,0,4,1,0,0,2,27,0
13888,4,1,39110,1,7,0,1,1,4,0,0,0,0,2,0
13889,1,4,155475,11,9,2,12,0,4,1,0,0,2,39,0
13890,3,4,135803,11,9,2,8,0,1,1,0,0,1,30,0
13891,3,4,117849,15,10,2,10,0,4,1,0,0,2,39,1
13892,4,6,339321,9,13,2,10,0,4,1,0,0,1,39,1
13893,0,4,318822,1,7,4,9,1,4,0,0,0,1,39,0
13894,3,4,174794,8,11,0,1,4,4,0,0,0,2,39,0
13895,2,4,204277,11,9,2,7,0,4,1,0,2,3,39,1
13896,3,4,182460,11,9,2,3,0,4,1,4,0,1,39,1
13897,0,4,193920,12,14,4,9,1,4,0,0,0,2,0,0
13898,2,1,91468,11,9,0,1,1,4,0,0,0,2,39,0
13899,2,4,106760,11,9,2,1,5,4,0,0,0,3,2,1
13900,1,4,375680,7,12,4,3,3,2,0,0,0,2,39,0
13901,3,5,222615,12,14,2,4,0,4,1,0,0,3,39,0
13902,0,4,190968,11,9,2,8,0,4,1,0,0,2,39,0
13903,2,4,76767,15,10,0,1,1,4,0,0,0,3,39,0
13904,3,6,203098,9,13,2,4,0,4,1,0,0,1,39,0
13905,3,2,162187,15,10,2,14,0,4,1,0,2,2,39,1
13906,0,4,242729,9,13,4,12,3,4,0,0,0,0,39,0
13907,3,4,253784,1,7,0,8,4,4,0,0,0,0,39,0
13908,1,4,206051,11,9,2,14,0,4,1,0,0,2,39,0
13909,2,6,181553,11,9,0,3,1,4,1,0,0,3,39,0
13910,4,5,80986,11,9,2,12,0,4,1,0,0,0,39,0
13911,3,4,200783,5,4,0,3,1,4,1,0,0,3,39,0
13912,1,4,42596,15,10,2,4,0,4,1,0,0,2,39,0
13913,0,4,464502,7,12,4,12,1,2,1,0,0,2,0,0
13914,4,4,205724,15,10,2,12,0,4,1,0,0,1,39,1
13915,0,4,446140,11,9,4,12,3,4,1,0,0,3,39,0
13916,4,2,32287,0,6,2,14,0,4,1,0,0,1,39,0
13917,0,4,56774,11,9,4,3,3,4,1,0,0,2,39,0
13918,3,4,308118,9,13,6,7,4,4,0,0,0,2,0,0
13919,1,4,176279,15,10,6,1,4,4,0,0,0,1,39,0
13920,0,4,103277,15,10,4,1,3,4,0,0,0,1,39,0
13921,4,5,225780,15,10,2,4,0,4,1,0,0,0,39,1
13922,3,4,154728,8,11,2,13,0,4,1,3,0,2,39,1
13923,1,4,149943,11,9,4,8,1,1,1,0,0,2,24,0
13924,2,7,22245,10,16,2,10,0,4,1,0,0,2,39,1
13925,1,4,93056,5,4,0,6,3,4,1,0,0,2,39,0
13926,2,4,270522,11,9,5,8,1,4,0,0,0,1,39,0
13927,4,5,123218,15,10,2,4,0,4,1,0,0,2,39,0
13928,4,6,123959,9,13,6,10,1,4,0,0,2,0,18,0
13929,1,6,103642,11,9,2,4,0,4,1,0,0,3,39,0
13930,1,4,157747,11,9,2,14,0,4,1,0,0,2,39,0
13931,3,6,154083,12,14,4,4,1,4,1,0,0,1,39,0
13932,1,7,23037,15,10,4,8,3,0,1,0,0,4,39,0
13933,0,0,226891,11,9,4,0,2,1,0,0,0,0,35,0
13934,1,4,50028,15,10,2,8,0,4,1,0,0,2,39,0
13935,3,4,138251,11,9,2,14,0,4,1,0,0,3,39,0
13936,1,4,369825,5,4,4,6,2,4,1,0,0,1,39,0
13937,2,1,44364,11,9,4,1,3,2,0,0,0,2,39,0
13938,0,4,230704,15,10,4,6,3,2,1,0,0,1,39,0
13939,1,4,42044,11,9,2,7,0,4,1,0,0,1,39,0
13940,1,2,56340,12,14,4,10,1,4,0,0,0,2,39,0
13941,1,7,156015,9,13,2,4,0,4,1,0,0,2,39,1
13942,2,4,163434,15,10,2,6,0,4,1,0,0,2,39,0
13943,1,4,85251,15,10,2,14,0,4,1,0,0,2,39,0
13944,2,5,187411,11,9,2,4,0,4,1,0,0,2,39,1
13945,3,4,155124,8,11,0,10,1,4,0,0,2,2,39,0
13946,0,4,396633,15,10,2,1,5,2,0,0,0,3,39,1
13947,2,4,182313,9,13,2,4,0,4,1,3,0,3,39,1
13948,2,4,52596,15,10,4,1,3,2,0,0,0,2,39,0
13949,4,0,260111,15,10,2,0,0,4,1,0,0,2,39,1
13950,4,2,143570,15,10,4,10,1,2,0,0,0,2,39,0
13951,1,4,160634,8,11,4,3,3,4,1,0,0,2,39,1
13952,3,4,29909,1,7,2,8,5,4,0,0,0,2,39,0
13953,3,4,94215,2,8,0,7,1,4,0,0,0,2,39,0
13954,2,6,151990,8,11,2,10,5,4,0,0,0,0,39,1
13955,3,1,188081,11,9,2,1,0,4,1,0,0,2,39,1
13956,0,4,218445,4,3,4,9,4,4,0,0,0,0,26,0
13957,4,4,235775,11,9,2,8,0,4,1,0,0,1,5,0
13958,0,4,98605,15,10,4,8,3,4,0,0,0,0,39,0
13959,1,4,188398,11,9,3,1,1,4,0,0,0,1,39,0
13960,2,5,140365,9,13,2,4,0,4,1,0,3,3,39,1
13961,1,4,202950,11,9,2,4,0,4,1,0,0,3,20,1
13962,0,4,218215,15,10,4,1,3,4,0,0,0,2,39,0
13963,4,5,197816,9,13,2,4,0,4,1,4,0,2,39,1
13964,3,4,147002,11,9,4,3,4,4,0,0,0,2,33,0
13965,3,4,138497,9,13,2,12,0,4,1,0,0,2,39,1
13966,0,4,57711,12,14,2,10,5,4,0,0,0,1,39,1
13967,3,4,169925,11,9,2,3,0,4,1,0,0,0,39,0
13968,0,4,72310,1,7,4,14,1,4,1,0,0,4,39,0
13969,0,4,170800,15,10,4,8,3,4,1,0,0,0,39,0
13970,2,4,215095,1,7,4,10,4,4,0,0,0,1,33,0
13971,2,4,480717,9,13,2,8,0,1,1,0,0,2,0,0
13972,4,2,34632,9,13,0,8,1,4,1,0,0,1,39,0
13973,2,4,140664,7,12,0,14,1,4,1,0,0,3,39,0
13974,2,2,177858,9,13,2,10,3,4,1,0,0,2,39,0
13975,2,4,160369,12,14,2,4,0,4,1,0,4,2,39,1
13976,2,4,129102,11,9,2,4,0,4,1,0,0,3,39,0
13977,3,2,278522,15,10,2,14,0,2,1,0,0,2,39,0
13978,1,1,124953,8,11,2,13,0,4,1,0,0,2,39,1
13979,1,4,63184,11,9,4,5,1,4,1,0,0,2,39,0
13980,2,6,165815,15,10,4,3,3,4,1,0,0,2,39,0
13981,1,4,248584,11,9,4,3,1,4,1,0,0,3,39,0
13982,3,2,226871,9,13,0,11,1,2,1,0,0,3,39,1
13983,2,4,267717,12,14,2,3,0,4,1,4,0,2,39,1
13984,0,4,60367,11,9,4,8,3,4,0,0,0,0,39,0
13985,2,4,134120,11,9,2,1,5,4,0,0,0,2,39,1
13986,2,4,95639,11,9,4,3,1,0,1,0,0,2,39,0
13987,0,4,132053,15,10,4,10,3,4,0,0,0,0,39,0
13988,0,4,138768,7,12,4,6,3,4,1,0,0,1,39,0
13989,4,4,203910,11,9,6,8,1,4,1,0,0,0,39,0
13990,0,4,109952,11,9,2,13,2,4,1,0,0,2,39,0
13991,1,4,155781,14,15,4,10,1,4,1,0,0,2,39,1
13992,1,4,49398,15,10,2,13,0,4,1,0,0,2,39,0
13993,1,4,159303,11,9,0,8,4,4,0,0,0,2,39,0
13994,0,4,248339,11,9,4,3,3,4,1,0,0,1,39,0
13995,1,4,190539,9,13,4,4,1,4,1,0,1,3,39,0
13996,1,4,183620,11,9,2,12,0,4,1,0,0,2,39,0
13997,3,4,25468,12,14,0,4,1,4,1,4,0,3,39,1
13998,2,4,201495,9,13,2,4,0,4,1,0,0,2,39,0
13999,2,4,52221,1,7,2,14,0,4,1,0,0,2,39,0
14000,3,5,96460,11,9,2,4,0,4,1,3,0,3,39,1
14001,2,4,325353,7,12,2,1,0,4,1,3,0,2,39,1
14002,1,6,176027,11,9,4,8,1,4,0,0,0,1,39,0
14003,2,2,266135,15,10,2,11,0,4,1,0,0,3,39,1
14004,4,7,194252,12,14,2,4,5,4,0,1,0,2,39,1
14005,4,0,164835,11,9,6,0,1,4,0,0,0,1,39,0
14006,0,4,363192,8,11,4,8,3,4,0,0,0,2,39,0
14007,1,4,31360,15,10,4,5,3,4,1,0,0,2,39,0
14008,2,4,63503,9,13,2,10,0,4,1,0,0,2,39,1
14009,2,4,157614,11,9,0,12,3,4,1,0,0,2,39,0
14010,2,4,160647,9,13,0,1,4,4,0,2,0,1,39,1
14011,2,4,363395,15,10,4,12,4,2,0,0,0,2,39,0
14012,1,4,338376,15,10,2,1,0,4,1,0,0,3,39,1
14013,1,4,87523,11,9,4,12,3,4,0,0,0,2,39,0
14014,0,4,280714,15,10,4,8,3,4,1,0,0,2,39,0
14015,3,5,119565,12,14,2,12,0,4,1,0,0,2,39,1
14016,2,2,171482,15,10,2,11,0,4,1,0,0,3,39,1
14017,2,5,49249,9,13,2,4,0,4,1,0,0,3,39,1
14018,0,4,331552,2,8,4,1,3,4,0,0,0,1,39,0
14019,2,4,174426,11,9,2,3,0,4,1,0,0,2,39,0
14020,2,4,184105,15,10,4,5,1,4,1,0,0,1,39,0
14021,1,4,37933,9,13,4,4,4,2,0,0,0,2,39,0
14022,4,6,291529,9,13,2,4,0,4,1,2,0,0,39,1
14023,0,4,376416,9,13,4,1,1,4,1,0,0,2,39,0
14024,0,4,263612,15,10,4,1,3,2,0,0,0,2,14,0
14025,0,4,227471,11,9,4,6,3,4,1,0,0,1,39,0
14026,2,4,191103,11,9,4,8,1,4,1,0,0,2,39,0
14027,1,4,35644,15,10,2,3,0,4,1,0,0,2,39,1
14028,2,6,227298,9,13,4,12,1,4,1,0,0,2,39,0
14029,0,7,187508,15,10,4,6,3,4,1,0,0,2,39,0
14030,2,4,184378,15,10,2,12,0,4,1,0,0,3,33,0
14031,3,6,190333,11,9,0,5,1,4,1,0,0,1,39,0
14032,3,4,155372,11,9,6,7,4,4,0,0,0,2,39,0
14033,2,4,259882,8,11,4,12,4,2,0,0,0,0,39,0
14034,2,4,217077,11,9,2,12,0,4,1,0,0,3,39,0
14035,1,4,103596,8,11,2,14,0,4,1,0,0,2,39,0
14036,2,2,188236,11,9,2,1,5,4,0,0,0,2,39,1
14037,0,4,353010,9,13,4,1,1,4,1,0,0,0,39,0
14038,2,2,70655,11,9,0,5,1,4,1,0,0,2,39,0
14039,1,5,64874,7,12,4,12,3,4,1,0,0,2,39,0
14040,2,1,219240,11,9,0,1,4,4,0,0,0,1,39,0
14041,3,5,104849,14,15,2,10,0,1,1,0,0,2,19,0
14042,2,4,173590,12,14,2,4,0,4,1,0,0,3,39,1
14043,0,4,412316,11,9,4,12,2,2,1,0,0,2,0,0
14044,4,5,195835,11,9,2,4,0,4,1,0,0,2,39,0
14045,3,2,170579,11,9,2,14,0,4,1,0,0,2,39,1
14046,4,1,230545,11,9,4,1,4,4,0,0,0,1,33,0
14047,4,4,162297,11,9,6,12,4,4,0,0,0,0,39,0
14048,3,4,169549,11,9,2,3,0,4,1,0,0,2,39,1
14049,2,4,117528,9,13,4,8,2,4,0,0,0,2,39,0
14050,0,4,273876,9,13,4,12,1,4,1,0,0,4,39,0
14051,1,4,529104,1,7,2,6,0,4,1,0,0,3,39,0
14052,2,7,456110,1,7,0,14,4,4,0,0,0,3,39,0
14053,2,0,180868,1,7,4,0,1,2,0,0,0,2,39,0
14054,1,4,170301,11,9,2,1,5,4,0,1,0,2,39,0
14055,1,4,55717,11,9,4,3,1,4,1,0,0,2,39,0
14056,3,4,166181,15,10,4,1,3,2,0,0,0,2,39,0
14057,0,4,52242,11,9,2,12,5,4,0,0,0,2,39,1
14058,1,4,224629,12,14,4,4,1,3,1,0,0,1,5,0
14059,0,4,197997,11,9,4,3,1,4,1,0,0,2,39,0
14060,1,4,46144,15,10,0,6,4,4,0,0,0,2,39,0
14061,1,7,180871,9,13,2,1,0,4,1,0,0,3,39,0
14062,0,4,212311,15,10,4,1,4,2,0,0,0,2,39,0
14063,2,4,232874,9,13,2,13,0,4,1,0,0,2,39,0
14064,4,4,175999,11,9,2,7,0,4,1,0,0,2,39,0
14065,2,4,177121,15,10,5,8,1,4,0,0,0,3,39,0
14066,4,4,299358,11,9,6,8,2,4,0,0,2,1,39,0
14067,0,0,326624,11,9,4,0,3,4,0,0,0,2,39,0
14068,4,4,129836,11,9,2,8,5,4,0,0,0,0,39,0
14069,0,4,225515,9,13,4,4,1,4,0,0,0,2,39,0
14070,4,4,145664,15,10,0,12,1,4,0,0,0,3,39,0
14071,2,4,151764,15,10,2,4,0,4,1,0,0,3,39,0
14072,1,4,183523,15,10,2,14,0,4,1,0,0,2,39,1
14073,3,4,257869,15,10,5,8,1,4,1,0,0,1,4,0
14074,2,4,73025,11,9,2,8,0,1,1,0,0,1,3,0
