timestamp,cylinder_number,customer,job_number,grain_screened,ink_color,proof_on_ctd_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humifity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,class
19910426,140,67,37333,1,0,2,1,0,0,0,1,1,1,3,815,2,3,1,1910,35.0,56,0.3,15.3,80,0.75,20,0.0,1900,76.9,23.1,0.0,0.0,2.5,1.25,33.0,40,106.66,100,0
19910426,403,33,37994,2,0,2,1,0,2,2,1,1,1,2,821,7,3,3,1911,55.0,56,0.233,15.0,84,0.625,25,16.7,1850,52.1,31.3,4.0,0.0,2.0,0.6,34.0,40,103.125,100,0
19910422,394,63,25513,2,0,2,1,0,2,2,1,1,1,2,821,7,3,3,1910,55.0,49,0.2,15.0,78,0.625,20,17.1,1900,47.6,35.2,0.0,0.0,2.5,0.85,34.0,40,106.45,100,0
19910426,268,51,47203,2,0,2,1,0,2,2,1,1,2,0,802,2,1,3,1910,50.0,50,0.2,15.7,90,0.75,50,0.0,1420,62.5,37.5,0.0,0.0,3.0,1.35,40.0,40,106.45,100,1
19910426,51,51,47203,2,0,2,1,0,2,2,1,1,2,0,802,7,1,3,1910,50.0,50,0.2,15.5,74,0.75,58,4.8,1420,59.5,35.7,3.0,0.0,3.0,1.0,40.0,40,106.45,100,1
19910428,420,62,35871,1,0,1,1,0,0,0,1,1,2,2,824,9,3,1,1911,35.0,56,0.233,16.0,82,0.5625,28,5.6,2100,56.2,38.2,0.0,0.0,1.7,0.4,30.0,40,103.125,100,1
19910428,319,62,35871,1,0,1,1,0,0,0,1,1,2,2,824,2,3,1,1911,35.0,56,0.2,15.0,80,0.8125,40,8.6,2100,53.8,37.6,8.0,0.0,1.7,1.0,30.0,40,100.0,100,1
19910419,321,4,37169,1,0,2,1,0,0,0,1,1,2,2,824,2,3,1,1911,40.0,50,0.2,16.0,68,0.8125,30,0.0,2400,58.8,41.2,8.0,0.0,2.5,1.5,33.0,40,103.125,100,1
19910419,302,4,47169,1,0,2,1,0,0,0,1,1,2,2,824,9,3,1,1911,40.0,50,0.233,16.0,70,0.5625,30,0.0,2400,58.8,41.2,8.0,0.0,1.5,0.5,33.0,40,103.125,100,1
19910415,41,46,32360,1,0,2,1,0,2,0,1,1,2,2,827,2,3,0,1910,40.0,59,0.233,14.2,80,1.0,20,5.6,2000,55.6,38.9,0.0,0.0,2.0,2.5,33.0,40,106.45,100,1
19910415,37,46,32360,1,0,2,1,0,2,0,1,1,2,2,827,9,3,0,1911,37.5,59,0.233,16.0,75,0.75,20,4.3,2000,54.3,41.3,0.0,0.0,2.5,1.5,33.0,40,106.45,100,1
19910409,96,9,37822,1,0,2,1,0,2,0,1,1,2,3,816,9,1,3,1911,40.0,54,0.2,15.8,76,0.5,38,5.6,1736,55.6,38.9,0.0,0.0,2.5,1.5,35.0,40,103.125,100,1
19910409,85,9,37822,1,0,2,1,0,2,1,1,1,2,3,816,2,1,3,1911,40.0,54,0.2,15.4,78,0.5,34,5.7,1736,56.8,36.9,0.0,0.0,2.5,1.1,35.0,40,103.125,100,1
19910426,299,33,37994,2,0,2,1,0,2,2,1,1,1,2,821,2,3,3,1911,55.0,45,0.267,15.5,79,0.625,20,16.7,1850,54.3,34.3,4.0,0.0,2.5,1.0,34.0,40,100.0,100,1
19910430,291,63,25519,2,0,2,1,0,2,2,1,1,1,2,821,7,3,3,1910,52.0,64,0.4,15.5,82,0.625,30,0.0,1800,71.4,28.6,4.0,0.0,2.5,0.9,34.0,40,103.125,100,0
19910423,121,25,35458,1,0,2,1,0,0,0,1,1,1,3,816,9,3,1,1910,40.0,56,0.233,16.5,79,0.5,28,0.0,2300,60.2,39.8,0.0,0.0,2.5,1.5,30.0,40,106.45,100,0
19910605,289,25,35460,1,0,2,1,0,0,0,1,1,2,2,824,2,3,1,1910,45.0,54,0.33299999999999996,15.5,76,0.8125,30,5.6,2250,55.6,38.9,2.0,0.0,2.5,1.3,30.0,40,106.45,100,1
19910604,407,46,37365,1,0,2,1,0,2,0,1,1,2,2,828,2,3,4,1910,47.5,68,0.4,16.0,80,0.75,30,0.0,2250,58.8,41.2,0.0,0.0,1.5,1.0,35.0,40,106.45,100,1
19910604,350,46,37365,1,0,2,1,0,2,0,1,1,2,2,828,9,3,4,1910,47.5,68,0.35,16.0,80,0.75,30,0.0,2250,52.1,47.9,0.0,0.0,1.5,0.75,35.0,40,106.45,100,1
19910605,287,25,35460,1,0,2,1,0,0,0,1,1,2,2,824,9,3,1,1910,45.0,54,0.36700000000000005,15.5,74,0.5625,40,10.5,2250,52.6,36.8,2.0,0.0,2.5,1.8,30.0,40,106.45,100,1
19910603,31,46,37365,1,0,2,1,0,2,0,1,1,1,2,827,2,3,1,1911,37.5,70,0.33299999999999996,14.9,64,0.75,28,3.4,1500,57.5,39.1,0.0,0.0,2.5,1.0,40.0,40,106.89,100,1
19910603,38,46,37365,1,0,2,1,0,2,0,1,1,2,2,827,9,3,1,1911,37.5,70,0.4,15.0,65,0.75,25,5.4,1500,54.3,40.2,0.0,0.0,2.3,0.9,40.0,40,106.66,100,1
19910529,365,67,37338,1,0,2,1,0,0,0,1,1,2,2,824,2,3,1,1911,47.5,60,0.4,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0.0,0.0,2.0,1.5,35.0,40,110.0,100,1
19910524,305,57,37758,1,0,2,0,0,0,0,1,1,2,2,828,9,3,1,1910,40.0,62,0.3,16.0,84,0.9375,28,0.0,2200,58.8,41.2,4.0,0.0,2.5,0.6,30.0,40,106.45,100,1
19910524,339,57,35758,1,0,2,1,0,0,0,1,1,2,2,828,2,3,1,1910,40.0,62,0.267,16.0,84,0.9375,32,0.0,2200,58.8,41.2,4.0,0.0,1.4,1.0,30.0,40,106.45,100,1
19910430,121,25,35458,1,0,2,1,0,0,0,1,1,2,3,816,9,3,1,1910,40.0,64,0.2,15.5,85,1.0,26,0.0,2400,58.8,41.2,0.0,0.0,2.5,1.0,30.0,40,103.125,100,1
19910430,127,25,35458,1,0,2,1,0,0,0,1,1,2,3,816,2,3,1,1910,40.0,64,0.233,15.0,82,0.75,31,0.0,2400,60.0,40.0,3.0,0.0,2.5,1.0,30.0,40,106.66,100,1
19910531,196,51,47203,2,0,2,1,0,2,2,1,1,1,0,802,7,1,3,1910,50.0,69,0.36700000000000005,17.0,82,0.75,50,0.0,1700,62.5,37.5,0.0,0.0,3.0,1.0,40.0,40,106.45,100,0
19910529,361,67,37338,1,0,2,1,0,0,0,1,1,1,2,824,9,3,1,1911,50.0,60,0.4,16.0,76,0.5625,28,5.6,1600,55.6,38.9,0.0,0.0,1.0,0.5,35.0,40,110.0,100,1
19910524,180,38,37915,1,0,2,1,0,0,0,1,1,2,3,815,2,3,0,1910,50.0,62,0.4,15.4,98,0.75,25,10.6,1750,48.1,41.3,0.0,0.0,2.8,1.3,33.0,40,110.0,100,1
19910524,183,38,37915,1,0,2,1,0,0,0,1,1,2,3,815,9,3,0,1911,50.0,62,0.4,14.9,96,0.75,26,11.0,1950,50.0,39.0,0.0,0.0,2.8,0.8,33.0,40,110.0,100,1
19910528,84,51,47203,2,0,2,1,0,2,2,1,1,2,1,813,1,1,3,1910,50.0,68,0.36700000000000005,13.4,70,0.75,30,20.4,1700,46.3,33.3,0.0,0.0,2.5,1.0,40.0,40,106.45,100,0
19910604,425,46,37305,1,0,2,1,0,2,0,1,1,2,3,815,9,3,4,1911,35.0,68,0.4,15.1,90,0.875,30,6.0,1500,59.5,34.5,1.0,0.0,2.5,1.0,35.0,40,106.89,100,0
19910610,103,67,37501,1,0,2,1,0,0,0,1,1,2,3,816,2,3,0,1910,40.0,56,0.3,16.02,84,0.25,30,5.3,2244,52.6,42.1,5.0,0.0,3.0,0.8,30.0,40,110.0,100,1
19910610,124,67,37501,1,0,2,1,0,0,0,1,1,2,3,816,9,3,0,1910,32.5,56,0.36700000000000005,15.03,79,0.3125,28,5.3,2244,52.6,42.1,0.0,0.0,1.8,0.5,30.0,40,106.45,100,1
19910611,364,4,37177,1,0,2,1,0,0,0,1,1,2,2,828,2,3,1,1910,40.0,56,0.3,17.0,82,0.75,30,0.0,2550,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40,103.22,100,1
19910611,415,67,37177,1,0,2,1,0,0,0,1,1,2,2,828,9,3,1,1910,30.0,56,0.28300000000000003,17.0,72,0.75,30,0.0,2550,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40,103.22,100,1
19910614,137,67,37501,1,0,2,1,0,0,0,1,1,2,3,815,2,3,1,1910,30.0,69,0.3,16.0,98,0.75,35,0.0,2050,62.5,37.5,0.0,0.0,2.75,1.0,33.0,40,100.0,100,1
19910614,306,57,35759,1,0,2,1,0,0,0,1,1,2,2,827,2,3,1,1910,45.0,69,0.267,15.6,72,0.75,21,5.6,2426,55.6,38.9,0.0,0.0,2.85,1.1,30.0,40,103.22,100,1
19910614,404,57,37579,1,0,2,1,0,0,0,1,1,2,2,827,9,3,1,1910,45.0,69,0.267,16.1,76,0.75,22,5.6,2426,55.6,38.9,0.0,0.0,2.7,0.7,30.0,40,103.22,100,1
19910614,135,67,37501,1,0,2,1,0,0,0,1,1,1,3,815,9,3,1,1910,32.5,69,0.2,15.5,94,0.75,30,0.5,2050,52.6,42.1,0.0,0.0,2.5,1.0,33.0,40,100.0,100,1
19910627,409,67,37502,1,0,2,1,0,0,0,1,1,1,2,824,2,3,1,1910,40.0,66,0.2,15.0,82,0.8125,30,7.0,1900,58.1,34.9,5.0,0.0,2.5,0.9,30.0,40,103.125,100,0
19910626,155,49,37938,2,0,2,1,0,2,2,1,1,1,3,816,9,1,3,1910,45.0,65,0.3,16.3,78,0.75,32,3.4,1700,56.8,39.8,4.0,0.0,2.5,1.0,34.0,40,106.45,100,0
19910622,225,60,35528,2,0,2,1,0,2,2,1,1,2,3,816,2,2,3,1910,40.0,68,0.3,14.0,88,0.75,32,0.0,1742,60.0,40.0,3.0,0.0,2.5,1.0,40.0,40,103.125,100,0
19910619,387,67,37199,1,0,2,1,0,2,0,1,1,2,2,824,9,3,1,1910,40.0,64,0.2,16.5,82,0.5625,30,2.3,1900,57.5,40.2,0.0,0.0,1.3,0.8,30.0,40,106.45,100,0
19910618,165,16,37003,2,0,2,1,0,2,1,1,1,2,3,815,2,1,3,1910,40.0,65,0.267,16.2,79,0.625,30,0.0,1500,62.5,37.5,4.0,0.0,2.5,1.0,38.0,40,106.45,100,0
19910617,245,34,37990,2,0,2,1,0,2,2,1,1,2,1,813,1,1,3,1910,50.0,66,0.233,16.0,87,1.0,30,11.1,1530,55.6,33.3,0.0,0.0,2.5,1.0,34.0,40,100.0,100,0
19910609,427,46,37365,1,0,2,1,0,2,0,1,1,2,3,815,9,3,3,1911,35.0,62,0.4,14.5,94,1.0,35,0.0,1900,63.3,36.7,0.0,0.0,2.5,1.0,35.0,40,106.89,100,0
19910609,330,25,35460,1,0,2,1,0,0,0,1,1,1,2,824,2,3,1,1910,40.0,62,0.2,16.0,80,0.8125,40,0.0,2250,62.5,37.5,0.0,0.0,2.5,0.7,30.0,40,110.0,100,0
19910607,4,46,37365,1,0,2,1,0,2,0,1,1,2,2,827,9,3,3,1910,42.5,58,0.4,15.0,76,1.0,20,5.4,2000,54.3,40.2,0.0,0.0,2.5,1.0,35.0,40,103.33,100,0
19910707,197,51,47204,2,0,2,1,0,0,0,1,1,2,1,813,9,1,3,1910,50.0,64,0.233,18.0,64,1.0,30,0.0,1300,62.5,37.5,0.0,0.0,3.0,1.0,40.0,40,106.45,100,0
19910707,64,51,47204,2,0,2,1,0,0,0,1,1,2,1,813,10,1,0,1910,50.0,64,0.2,16.0,86,0.75,30,0.0,1300,58.8,41.1,0.0,0.0,2.5,1.0,40.0,40,106.45,100,0
19910629,169,49,37938,2,0,2,1,0,2,2,1,1,2,3,816,2,1,1,1910,60.0,66,0.2,14.5,85,0.25,30,0.0,2000,62.2,37.8,0.0,0.0,2.5,1.0,34.0,40,106.45,100,0
19910706,357,67,37505,1,0,2,1,0,0,0,1,1,1,2,824,9,3,1,1910,40.0,64,0.233,15.4,88,0.5625,24,4.4,1835,55.5,40.0,2.0,0.0,2.0,1.3,30.0,40,106.45,100,1
19910706,398,67,37505,1,0,2,1,0,0,0,1,1,1,2,824,2,3,1,1910,40.0,64,0.2,16.0,76,0.8125,23,4.8,1835,59.5,35.7,3.0,0.0,2.0,0.7,30.0,40,106.45,100,1
19900514,95,51,47103,2,0,2,1,0,2,2,1,1,2,3,816,9,1,3,1910,47.5,63,0.3,16.4,84,0.5,27,20.7,1800,41.3,38.0,5.0,0.0,2.6,0.3,40.0,33,96.7,100,0
19900509,61,51,47103,2,0,2,1,0,2,2,1,3,2,3,816,9,1,3,1910,50.0,50,0.3,14.5,84,0.25,24,20.7,1500,41.3,38.0,0.0,0.0,3.0,0.6,40.0,33,103.3,100,0
19900511,192,51,47103,2,0,2,1,0,2,2,1,1,2,1,813,1,1,3,1910,50.0,48,0.233,13.0,80,1.0,30,18.9,1700,47.2,34.0,0.0,0.0,2.7,0.6,40.0,33,100.0,100,0
19900518,153,5,34402,2,0,2,1,0,2,2,1,3,2,3,815,9,1,3,1911,52.0,54,0.5,16.0,82,0.875,22,15.8,900,49.5,34.7,0.0,0.0,2.5,1.0,50.0,40,96.7,100,0
19900414,213,61,34545,1,0,2,1,0,0,0,1,1,1,2,827,2,2,1,1910,40.0,41,0.233,14.0,79,0.75,20,0.0,1530,61.7,38.3,5.0,0.0,3.1,1.8,33.0,33,96.9,100,1
19900418,184,67,36053,1,0,2,1,0,0,0,1,1,2,3,815,9,3,1,1910,45.0,42,0.233,15.0,76,0.75,30,0.0,2220,58.8,41.2,0.0,0.0,2.5,1.0,30.0,35,100.0,100,1
19900418,176,67,36053,1,0,2,1,0,0,0,1,1,2,3,815,2,3,1,1910,45.0,42,0.233,16.0,84,0.625,28,0.0,2220,54.3,45.7,0.0,0.0,2.5,1.0,30.0,35,100.0,100,1
19900606,73,52,36859,2,0,2,1,0,2,2,1,1,2,0,802,7,1,3,1911,55.0,54,0.267,15.0,70,0.625,60,3.4,1600,56.8,39.8,0.0,0.0,1.0,0.4,45.0,40,103.3,100,1
19900606,86,52,36859,2,0,2,1,0,2,1,1,1,1,0,802,2,1,3,1911,57.5,54,0.267,15.5,80,0.625,55,0.0,1600,62.5,37.5,0.0,0.0,3.0,0.5,45.0,40,103.3,100,1
19900507,208,51,47103,1,0,2,1,0,0,0,1,1,2,1,813,9,1,3,1910,40.0,54,0.233,15.59,89,1.0,30,1.2,1700,58.1,40.7,0.0,0.0,2.5,0.6,40.0,33,103.3,100,1
19900409,117,25,34683,1,0,2,1,0,0,0,1,1,2,3,815,2,3,3,1910,40.0,38,0.3,16.0,92,0.625,25,1.1,1900,53.8,45.2,0.0,0.0,2.5,1.0,30.0,33,100.0,100,1
19900524,58,41,36648,1,0,2,1,0,2,0,1,1,2,3,815,1,1,1,1911,50.0,60,0.3,14.0,75,0.625,33,0.0,2000,65.2,34.8,0.0,0.0,0.0,0.0,35.0,40,96.9,100,0
19900425,119,11,34664,2,0,2,1,0,2,2,1,3,2,3,816,9,3,3,1910,45.0,49,0.2,16.0,72,0.375,38,15.0,1650,50.0,35.0,0.0,0.0,2.5,0.2,38.0,33,96.9,100,0
19900418,72,27,36858,2,0,2,1,0,2,2,1,1,2,1,813,5,1,3,1910,60.0,43,0.36700000000000005,15.0,94,1.0,30,9.5,1500,52.6,37.9,0.0,4.0,2.5,1.0,40.0,35,100.0,100,0
19900409,317,63,25416,2,0,2,1,0,2,2,1,1,1,2,821,7,3,3,1911,47.5,41,0.33299999999999996,18.0,74,0.5,30,17.7,1900,44.2,38.1,2.0,0.0,2.5,1.0,40.0,33,100.0,100,0
19900417,262,27,36858,2,0,2,1,0,2,2,1,1,2,0,802,2,1,3,1910,47.5,52,0.267,14.3,98,0.75,55,11.7,1600,53.2,35.1,0.0,0.0,3.0,1.0,40.0,33,100.0,100,0
19900606,235,61,34546,1,0,2,1,0,0,0,1,1,2,3,816,9,2,1,1911,37.5,54,0.3,14.5,80,1.0,20,10.9,2400,54.3,34.8,0.0,0.0,2.5,0.4,30.0,40,103.3,100,1
19900606,222,61,34546,1,0,2,1,0,0,0,1,1,2,3,816,2,2,1,1911,52.5,54,0.267,14.6,82,0.75,32,10.5,2400,52.6,36.8,0.0,0.0,2.5,0.5,30.0,40,100.0,100,1
19900517,366,67,36054,1,0,2,1,0,0,0,1,1,2,2,827,2,3,1,1910,45.0,55,0.3,15.0,75,0.75,25,0.0,2300,59.8,40.2,0.0,0.0,2.0,2.3,30.0,33,96.6,100,1
19900426,217,61,34545,1,0,2,1,0,2,0,1,1,1,2,827,9,3,1,1910,40.0,48,0.3,15.0,82,1.0,35,0.0,1720,59.3,40.7,0.0,0.0,1.5,1.5,32.0,33,100.0,100,1
19900426,210,61,34545,1,0,2,1,0,2,0,1,1,1,2,827,2,3,1,1910,40.0,48,0.33299999999999996,15.0,75,1.0,30,0.0,1720,61.7,38.3,0.0,0.0,2.5,3.0,33.0,33,103.2,100,1
19900505,253,51,47103,2,0,2,1,0,2,2,1,1,1,0,802,7,1,3,1910,50.0,52,0.2,14.0,80,0.75,60,4.4,1700,54.9,40.7,0.0,0.0,2.5,1.0,40.0,33,100.0,100,0
19900507,192,51,47103,2,0,2,1,0,2,2,1,1,2,1,813,1,1,3,1910,55.0,54,0.233,13.23,79,1.0,30,18.9,1700,47.2,34.0,0.0,0.0,2.0,0.6,40.0,33,100.0,100,1
19900507,269,51,47103,1,0,2,1,0,0,0,1,1,2,1,813,10,1,3,1910,40.0,54,0.267,14.42,87,1.0,30,4.5,1700,56.2,39.3,0.0,0.0,2.5,1.0,40.0,33,96.8,100,1
19900507,270,51,47103,2,0,2,1,0,2,2,1,1,2,0,802,2,1,3,1910,72.5,54,0.2,14.5,82,0.75,50,2.2,1900,56.7,41.6,0.0,0.0,3.0,0.9,40.0,33,100.0,100,1
19900507,201,51,47103,2,0,2,1,0,2,2,1,1,2,1,813,5,1,3,1910,47.5,54,0.2,16.08,69,1.0,30,3.3,1700,55.5,41.1,0.0,0.0,2.5,0.9,40.0,30,103.3,100,1
19900510,94,51,47103,2,0,2,1,0,2,2,1,1,2,3,816,2,1,3,1910,60.0,50,0.3,15.0,72,0.75,30,15.9,1700,44.2,39.8,1.0,0.0,3.0,0.5,40.0,33,100.0,100,0
19900517,392,62,34752,1,0,1,1,0,0,0,2,1,2,2,824,9,3,1,1910,50.0,48,0.33299999999999996,15.8,70,0.75,30,0.0,1900,58.8,41.2,5.0,0.0,2.5,1.2,30.0,33,100.0,100,1
19900517,379,62,34752,1,0,1,1,0,0,0,1,1,2,2,824,2,3,3,1910,50.0,48,0.233,15.5,68,0.8125,30,0.0,1900,57.4,42.6,10.0,0.0,1.5,1.0,30.0,33,100.0,100,1
19900507,204,40,36928,1,0,2,1,0,0,0,1,1,2,3,815,9,1,1,1910,40.0,54,0.233,15.0,80,0.75,28,0.0,1800,58.8,41.2,0.0,0.0,2.5,1.2,30.0,33,100.0,100,1
19900507,191,40,36928,1,0,2,1,0,0,0,1,1,2,3,815,2,1,1,1910,40.0,54,0.3,15.0,88,0.75,28,0.0,1800,58.8,41.2,0.0,0.0,2.5,1.2,30.0,33,100.0,100,1
19900606,298,63,25424,2,0,2,1,0,2,2,1,1,1,2,821,7,3,3,1911,40.0,54,0.33299999999999996,14.1,80,0.75,20,24.8,1850,41.3,33.9,3.0,0.0,2.5,0.8,40.0,40,103.3,100,1
19900603,93,53,36859,2,0,2,1,0,2,1,1,1,1,0,802,2,1,3,1910,50.0,65,0.2,17.0,100,0.625,52,5.6,1650,55.5,38.9,0.0,0.0,3.0,0.6,45.0,40,100.0,100,0
19900617,395,34,34093,2,0,2,1,0,2,1,1,1,1,2,821,7,3,3,1910,52.5,62,0.433,14.5,95,0.75,20,0.0,1950,58.8,41.2,0.0,0.0,2.0,1.0,38.0,35,100.0,100,0
19900602,87,52,36859,2,0,2,1,0,2,2,1,1,1,0,802,2,1,3,1910,50.0,56,0.2,14.3,105,0.75,70,0.0,1600,55.5,44.5,0.0,0.0,3.0,1.0,45.0,35,100.0,100,0
19900608,55,41,36649,1,0,2,1,0,0,0,1,1,0,1,813,6,1,4,1911,47.5,62,0.33299999999999996,15.0,84,0.75,30,5.6,2000,56.2,38.2,0.0,0.0,2.5,1.0,35.0,40,96.7,100,1
19900608,101,41,36649,1,0,2,1,0,0,0,1,1,0,1,813,1,1,4,1911,47.5,62,0.2,15.0,80,0.75,30,5.6,2000,56.2,38.2,0.0,0.0,2.5,1.0,35.0,40,96.9,100,1
19900615,223,61,34547,1,0,2,1,0,0,0,1,1,2,3,815,9,2,1,1910,30.0,58,0.433,15.9,81,0.625,30,0.0,2150,62.5,37.5,10.0,0.0,2.5,1.0,30.0,35,90.0,100,1
19900615,229,61,34547,1,0,2,1,0,0,0,1,1,2,3,815,2,2,1,1910,30.0,58,0.33299999999999996,16.3,78,0.625,30,0.0,2150,58.8,41.2,10.0,0.0,2.5,1.0,30.0,35,90.0,100,1
19900612,371,67,36894,1,0,2,1,0,0,0,1,1,2,2,824,2,3,1,1910,30.0,51,0.3,16.0,70,0.8125,20,0.0,2250,58.8,41.2,0.0,0.0,1.5,0.6,30.0,35,103.3,100,1
19900612,369,67,36894,1,0,2,1,0,0,0,2,1,2,2,824,9,3,1,1910,30.0,51,0.33299999999999996,16.0,76,0.875,25,19.1,2250,42.7,38.2,3.0,0.0,1.2,0.5,30.0,35,103.3,100,1
19900615,418,67,36057,1,0,2,1,0,0,0,1,1,2,2,827,9,3,1,1910,30.0,58,0.467,15.0,98,0.75,30,0.0,2300,58.8,41.2,6.0,0.0,2.25,1.0,30.0,35,100.0,100,1
19900615,423,67,36057,1,0,2,1,0,0,0,1,1,2,2,827,2,3,1,1910,30.0,58,0.467,15.0,96,0.75,30,0.0,2300,58.8,41.2,6.0,0.0,3.0,0.75,30.0,35,100.0,100,1
19900606,110,17,36024,2,0,2,1,0,0,2,1,1,1,3,815,9,3,1,1910,52.5,54,0.433,16.3,90,0.75,38,0.0,1800,62.5,38.5,0.0,0.0,2.9,1.1,33.0,35,100.0,100,1
19900606,106,17,36024,2,0,2,1,0,0,2,1,1,1,3,815,2,3,1,1910,55.5,54,0.233,15.0,82,0.75,38,0.0,1800,58.8,41.2,0.0,0.0,2.0,1.0,33.0,35,100.0,100,1
19900606,393,63,25424,2,0,2,1,0,2,2,1,3,2,2,821,2,3,3,1910,40.0,54,0.2,14.6,85,0.75,20,21.7,1850,43.5,34.8,0.0,0.0,2.5,0.8,40.0,40,100.0,100,1
19900614,19,23,34397,2,0,2,1,0,2,2,1,1,2,1,813,1,1,2,1910,50.0,53,0.3,16.0,65,0.75,30,15.8,1300,49.5,34.7,0.0,0.0,2.5,1.0,28.0,35,93.5,100,1
19900614,100,23,34397,2,0,2,1,0,2,2,1,1,2,1,813,6,1,2,1910,50.0,53,0.3,16.5,90,0.75,30,11.3,1300,51.5,37.1,0.0,0.0,2.5,0.7,28.0,35,100.0,100,1
19900621,144,29,36846,2,0,2,1,0,2,1,1,1,2,0,802,7,1,3,1910,50.0,59,0.36700000000000005,13.0,92,0.625,49,0.0,1300,58.8,41.2,0.0,0.0,3.0,1.1,40.0,35,100.0,100,0
19900622,50,14,38025,2,0,2,1,0,2,2,1,1,1,3,815,9,1,3,1910,57.5,55,0.33299999999999996,14.0,86,0.75,30,13.0,1700,50.0,37.0,0.0,0.0,2.9,0.9,34.0,35,100.0,100,1
19900622,246,14,38025,2,0,2,1,0,2,2,1,1,1,3,815,2,1,3,1910,55.0,55,0.3,13.0,86,0.75,28,13.7,1700,49.0,37.3,0.0,0.0,3.0,0.8,34.0,35,100.0,100,1
19900611,63,12,36874,0,0,2,1,0,0,0,1,1,2,3,815,9,1,1,1910,40.0,60,0.2,15.5,80,0.75,30,13.0,1750,54.3,32.6,0.0,0.0,2.75,1.0,33.0,40,100.0,100,1
19900611,54,12,37874,0,0,2,1,0,0,0,1,1,2,3,815,2,1,1,1910,40.0,60,0.2,15.0,78,0.625,34,15.0,1750,50.0,35.0,0.0,0.0,2.5,1.0,33.0,40,100.0,100,1
19900622,99,16,36911,2,0,2,1,0,2,1,1,1,1,1,813,6,1,3,1910,50.0,59,0.4,15.0,90,0.75,30,0.0,1500,58.8,41.2,0.0,0.0,2.5,1.0,40.0,35,100.0,100,0
19900626,422,63,25427,2,0,2,1,0,2,2,1,1,1,2,821,7,3,3,1910,55.0,49,0.233,15.6,80,1.0,30,35.8,1950,41.7,22.5,1.0,0.0,2.7,1.0,40.0,37,100.0,100,0
19900625,190,54,34092,2,0,2,1,0,2,2,1,1,2,3,815,2,1,0,1910,65.0,49,0.33299999999999996,13.5,82,0.625,30,0.0,1350,68.2,31.8,1.0,0.0,2.5,1.0,38.0,37,103.2,100,0
19900622,157,30,36846,1,0,2,1,0,2,2,1,1,1,0,802,2,1,3,1910,65.0,65,0.4,14.0,100,0.75,40,7.0,1200,58.1,34.9,0.0,0.0,2.5,1.0,40.0,35,100.0,100,0
19900625,289,67,36058,1,0,2,1,0,0,0,1,1,0,2,824,6,3,1,1911,50.0,58,0.3,16.0,80,0.875,24,0.0,2200,58.8,41.2,0.0,0.0,1.2,0.6,30.0,42,93.75,100,1
19900625,205,54,34092,2,0,2,1,0,2,2,1,1,1,3,815,9,1,0,1910,65.0,58,0.4,15.0,74,0.625,32,0.0,1800,57.5,42.5,1.0,0.0,2.5,1.0,38.0,37,103.2,100,0
19900625,336,67,36058,1,0,2,1,0,0,0,1,1,0,2,824,2,3,1,1911,50.0,58,0.33299999999999996,15.5,75,0.8125,24,0.0,2200,58.8,41.2,0.0,0.0,1.5,0.6,30.0,42,100.0,100,1
19900702,181,70,34367,2,0,2,1,0,2,2,1,1,2,3,816,9,3,3,1911,62.5,47,0.16699999999999998,17.0,75,0.75,30,14.3,1700,47.6,38.1,0.0,0.0,3.0,0.5,40.0,40,96.9,100,0
19900706,297,4,34583,1,0,2,1,0,0,0,1,1,2,2,827,9,3,1,1911,40.0,47,0.2,15.0,75,0.75,25,0.0,2100,61.1,38.9,0.0,0.0,2.4,1.1,33.0,40,96.9,100,1
19900705,303,63,25428,2,0,2,1,0,2,2,1,1,2,2,821,2,3,3,1911,45.0,47,0.2,14.0,80,0.75,20,18.0,1800,45.0,37.0,0.0,0.0,2.5,0.8,40.0,40,96.9,100,1
19900330,384,31,23040,2,0,2,1,0,2,2,1,1,1,2,821,7,3,0,1910,50.0,59,0.33299999999999996,14.5,71,0.625,20,11.1,1650,55.5,33.3,0.0,0.0,2.5,1.0,40.0,40,100.0,100,0
19900707,254,49,36784,2,0,2,1,0,2,2,1,1,2,3,815,2,1,3,1910,60.0,58,0.33299999999999996,15.1,93,1.0,25,0.0,1650,56.1,33.9,0.0,0.0,2.5,1.0,40.0,35,100.0,100,0
19900708,76,49,36784,2,0,2,1,0,2,2,1,1,1,3,815,2,1,3,1910,50.0,58,0.36700000000000005,13.5,100,0.75,35,0.0,1750,55.5,44.5,3.0,0.0,2.7,0.5,40.0,35,100.0,100,0
19900710,18,51,47104,2,0,2,1,0,2,2,1,1,2,0,802,2,1,3,1910,40.0,56,0.3,16.5,80,0.75,45,20.3,1400,44.2,35.5,0.0,0.0,3.0,0.6,40.0,35,100.0,100,1
